ID,ShotsCode,EquipmentID,TriggerTime,Monitor,CreateTime
5712,630,192.168.0.101,2020-07-21 04:33:44,"240,235,236,230,225,248,47,0,999,999,44.40,41.19,104.50,465,90,0,0,0,543,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,215,328,868,1173,1017,180,0.1,180,0.1,-37,0.0,-37,0.0,0.00,49.62,7.46,8.91,11.8,60.10,63.31,999,0,0,67.18,0,1326,50.2,37.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB",2020-07-21 04:33:29.363
5719,631,192.168.0.101,2020-07-21 04:34:34,"240,235,236,230,225,248,47,0,999,999,44.40,41.08,104.50,465,90,0,0,0,540,630,810,260,180,4,99,0,0,0,1.6,3.0,25.1,49.8,29.6,0.0,208,330,869,1174,1016,180,0.0,180,0.0,-36,0.0,-36,0.0,0.00,49.62,7.46,8.89,11.8,60.10,63.42,999,0,0,67.27,0,1327,50.2,37.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A8",2020-07-21 04:34:19.400
5726,632,192.168.0.101,2020-07-21 04:35:24,"240,235,237,230,225,248,47,0,999,999,44.40,41.13,104.50,465,90,0,0,0,542,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,212,331,870,1175,1016,180,0.0,180,0.0,-36,0.1,-36,0.1,0.00,49.62,7.46,8.89,11.8,60.10,63.37,999,0,0,67.23,0,1328,50.2,37.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A4",2020-07-21 04:35:08.440
5729,633,192.168.0.101,2020-07-21 04:36:13,"240,235,237,230,225,248,47,0,999,999,44.40,41.14,104.50,465,90,0,0,0,541,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.8,29.6,0.1,212,330,871,1178,1017,180,0.1,180,0.1,-36,0.1,-36,0.1,0.00,49.62,7.46,8.87,11.8,60.10,63.36,999,0,0,67.22,0,1329,50.2,37.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A8",2020-07-21 04:35:58.457
5736,634,192.168.0.101,2020-07-21 04:37:03,"240,235,236,230,225,248,47,0,999,999,44.40,41.18,104.50,465,90,0,0,0,543,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,215,328,868,1175,1017,180,0.1,180,0.1,-37,0.1,-37,0.1,0.00,49.62,7.46,8.95,11.9,60.10,63.32,999,0,0,67.19,0,1328,50.2,37.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B9",2020-07-21 04:36:47.533
5742,635,192.168.0.101,2020-07-21 04:37:53,"240,235,236,230,225,248,47,0,999,999,44.40,40.99,104.50,465,90,0,0,0,537,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.8,29.6,0.1,200,329,865,1170,1013,180,0.1,180,0.1,-36,0.1,-36,0.1,0.00,49.62,7.46,8.94,11.8,60.10,63.51,999,0,0,67.37,0,1319,50.2,37.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B5",2020-07-21 04:37:37.550
5750,636,192.168.0.101,2020-07-21 04:38:42,"240,235,236,230,225,248,47,0,999,999,44.40,41.09,104.50,465,90,0,0,0,540,630,810,260,180,4,100,0,0,0,1.6,3.0,25.0,49.8,29.6,0.0,208,329,866,1172,1015,180,0.0,180,0.0,-37,0.0,-37,0.0,0.00,49.62,7.46,8.96,11.9,60.10,63.41,999,0,0,67.27,0,1322,50.2,37.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AC",2020-07-21 04:38:27.580
5758,637,192.168.0.101,2020-07-21 04:39:32,"240,235,236,230,225,248,47,0,999,999,44.40,41.03,104.50,465,90,0,0,0,540,630,810,260,180,4,99,0,0,0,1.6,3.0,25.1,49.8,29.6,0.0,204,330,867,1172,1015,180,0.0,180,0.0,-37,0.1,-37,0.1,0.00,49.62,7.46,8.96,11.9,60.10,63.47,999,0,0,67.33,0,1322,50.2,37.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A6",2020-07-21 04:39:15.640
5763,638,192.168.0.101,2020-07-21 04:40:21,"240,235,236,230,225,247,47,0,999,999,44.40,41.05,104.50,465,90,0,0,0,540,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,206,331,868,1173,1016,180,0.1,180,0.1,-37,0.0,-37,0.0,0.00,49.62,7.46,8.94,11.9,60.10,63.45,999,0,0,67.31,0,1325,50.2,37.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A4",2020-07-21 04:40:05.677
5770,639,192.168.0.101,2020-07-21 04:41:11,"240,235,236,230,225,248,47,0,999,999,44.40,41.15,104.50,465,90,0,0,0,542,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.8,29.6,0.0,214,331,870,1174,1015,180,0.0,180,0.0,-37,0.0,-37,0.0,0.00,49.62,7.46,8.87,11.8,60.10,63.35,999,0,0,67.21,0,1326,50.2,37.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9E",2020-07-21 04:40:54.723
5776,640,192.168.0.101,2020-07-21 04:42:00,"240,235,236,230,225,248,47,0,999,999,44.40,41.12,104.50,465,90,0,0,0,541,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.8,29.6,0.1,212,329,868,1175,1016,180,0.1,180,0.1,-37,0.0,-37,0.0,0.00,49.62,7.46,8.96,11.9,60.10,63.38,999,0,0,67.24,0,1325,50.2,37.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A5",2020-07-21 04:41:44.737
5783,641,192.168.0.101,2020-07-21 04:42:50,"240,235,236,230,225,248,47,0,999,999,44.40,41.16,104.50,465,90,0,0,0,542,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,213,329,868,1174,1015,180,0.1,180,0.1,-36,0.1,-36,0.1,0.00,49.62,7.46,8.99,11.9,60.10,63.34,999,0,0,67.21,0,1326,50.2,37.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B0",2020-07-21 04:42:34.800
5790,642,192.168.0.101,2020-07-21 04:43:40,"240,235,236,230,225,248,47,0,999,999,44.40,41.08,104.50,465,90,0,0,0,540,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.8,29.6,0.1,209,329,868,1173,1016,180,0.1,180,0.1,-36,0.0,-36,0.0,0.00,49.62,7.46,8.95,11.9,60.10,63.42,999,0,0,67.28,0,1323,50.2,37.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AA",2020-07-21 04:43:23.847
5795,643,192.168.0.101,2020-07-21 04:44:29,"240,235,236,230,225,248,47,0,999,999,44.40,41.12,104.50,465,90,0,0,0,541,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.8,29.6,0.1,211,330,869,1174,1016,180,0.1,180,0.1,-36,0.0,-36,0.0,0.00,49.62,7.46,8.95,11.9,60.10,63.38,999,0,0,67.24,0,1325,50.2,37.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A9",2020-07-21 04:44:13.863
5801,644,192.168.0.101,2020-07-21 04:45:19,"240,235,236,230,225,248,47,0,999,999,44.40,41.27,104.50,465,90,0,0,0,546,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.8,29.6,0.0,221,328,871,1177,1017,180,0.0,180,0.0,-36,0.1,-36,0.1,0.00,49.62,7.46,8.89,11.8,60.10,63.23,999,0,0,67.10,0,1331,50.2,37.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A9",2020-07-21 04:45:03.863
5808,645,192.168.0.101,2020-07-21 04:46:09,"240,235,236,230,225,248,47,0,999,999,44.40,41.05,104.50,465,90,0,0,0,539,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.8,29.6,0.0,205,329,866,1171,1014,180,0.0,180,0.0,-36,0.0,-36,0.0,0.00,49.62,7.46,8.92,11.8,60.10,63.45,999,0,0,67.31,0,1321,50.2,37.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AA",2020-07-21 04:45:52.860
5814,646,192.168.0.101,2020-07-21 04:46:58,"240,235,236,230,225,248,47,0,999,999,44.40,41.09,104.50,465,90,0,0,0,540,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.8,29.6,0.0,209,329,868,1174,1016,180,0.0,180,0.0,-37,0.0,-37,0.0,0.00,49.62,7.46,8.97,11.9,60.10,63.41,999,0,0,67.27,0,1325,50.2,37.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BE",2020-07-21 04:46:42.877
5819,647,192.168.0.101,2020-07-21 04:47:48,"240,235,236,230,225,248,47,0,999,999,44.40,41.13,104.50,465,90,0,0,0,542,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,212,331,869,1176,1017,180,0.1,180,0.1,-37,0.1,-37,0.1,0.00,49.62,7.46,8.96,11.9,60.10,63.37,999,0,0,67.23,0,1327,50.2,37.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BF",2020-07-21 04:47:31.893
5825,648,192.168.0.101,2020-07-21 04:48:37,"240,235,236,230,225,248,47,0,999,999,44.40,41.08,104.50,465,90,0,0,0,541,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.8,29.6,0.0,209,331,868,1174,1016,180,0.0,180,0.0,-36,0.0,-36,0.0,0.00,49.62,7.46,8.92,11.8,60.10,63.42,999,0,0,67.28,0,1325,50.2,37.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B1",2020-07-21 04:48:21.910
5832,649,192.168.0.101,2020-07-21 04:49:27,"240,235,236,230,225,248,47,0,999,999,44.40,41.10,104.50,465,90,0,0,0,541,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.8,29.6,0.0,209,329,867,1174,1015,180,0.0,180,0.0,-37,0.0,-37,0.0,0.00,49.62,7.46,8.95,11.9,60.10,63.40,999,0,0,67.26,0,1325,50.2,37.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B4",2020-07-21 04:49:11.940
5838,650,192.168.0.101,2020-07-21 04:50:17,"240,235,236,230,225,248,47,0,999,999,44.40,41.11,104.50,465,90,0,0,0,542,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.8,29.6,0.0,211,329,869,1175,1017,180,0.0,180,0.0,-37,0.0,-37,0.0,0.00,49.62,7.46,8.89,11.8,60.10,63.39,999,0,0,67.24,0,1327,50.2,37.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AF",2020-07-21 04:50:00.970
5845,651,192.168.0.101,2020-07-21 04:51:06,"240,235,236,230,225,248,47,0,999,999,44.40,41.07,104.50,465,90,0,0,0,542,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.8,29.6,0.0,207,330,867,1173,1016,180,0.0,180,0.0,-36,0.0,-36,0.0,0.00,49.62,7.46,8.90,11.8,60.10,63.43,999,0,0,67.29,0,1324,50.2,37.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9A",2020-07-21 04:50:51.003
5851,652,192.168.0.101,2020-07-21 04:51:56,"240,235,236,230,225,248,47,0,999,999,44.40,41.17,104.50,465,90,0,0,0,543,630,810,260,180,4,101,0,0,0,1.6,3.0,25.1,49.8,29.6,0.0,214,330,870,1176,1017,180,0.0,180,0.0,-36,0.0,-36,0.0,0.00,49.62,7.46,8.89,11.8,60.10,63.33,999,0,0,67.19,0,1328,50.2,37.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AA",2020-07-21 04:51:40.033
5857,653,192.168.0.101,2020-07-21 04:52:46,"240,235,236,230,225,248,47,0,999,999,44.40,41.15,104.50,465,90,0,0,0,543,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.8,29.6,0.0,213,330,870,1176,1019,180,0.0,180,0.0,-37,0.0,-37,0.0,0.00,49.62,7.46,8.87,11.8,60.10,63.35,999,0,0,67.20,0,1329,50.2,37.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A3",2020-07-21 04:52:30.073
5863,654,192.168.0.101,2020-07-21 04:53:35,"240,235,236,230,225,248,47,0,999,999,44.40,41.13,104.50,465,90,0,0,0,542,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.8,29.6,0.0,213,331,870,1175,1017,180,0.0,180,0.0,-37,0.0,-37,0.0,0.00,49.62,7.46,8.91,11.8,60.10,63.37,999,0,0,67.23,0,1327,50.2,37.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A2",2020-07-21 04:53:20.110
5869,655,192.168.0.101,2020-07-21 04:54:25,"240,235,236,230,225,248,47,0,999,999,44.40,41.07,104.50,465,90,0,0,0,540,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.8,29.6,0.1,208,330,867,1172,1015,180,0.1,180,0.1,-37,0.1,-37,0.1,0.00,49.62,7.46,8.93,11.8,60.10,63.43,999,0,0,67.28,0,1322,50.2,37.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A7",2020-07-21 04:54:09.130
5875,656,192.168.0.101,2020-07-21 04:55:14,"240,235,236,230,225,248,47,0,999,999,44.40,41.15,104.50,465,90,0,0,0,542,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,214,329,869,1174,1016,180,0.1,180,0.1,-37,0.0,-37,0.0,0.00,49.62,7.46,8.94,11.8,60.10,63.35,999,0,0,67.21,0,1326,50.2,37.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B7",2020-07-21 04:54:59.160
5880,657,192.168.0.101,2020-07-21 04:56:04,"240,235,236,230,225,247,47,0,999,999,44.40,41.10,104.50,465,90,0,0,0,540,630,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.8,29.6,0.1,210,330,869,1173,1014,180,0.1,180,0.1,-37,0.0,-37,0.0,0.00,49.62,7.46,8.97,11.9,60.10,63.40,999,0,0,67.26,0,1326,50.2,37.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A0",2020-07-21 04:55:49.160
5887,658,192.168.0.101,2020-07-21 04:56:54,"240,235,236,230,225,248,47,0,999,999,44.40,41.13,104.50,465,90,0,0,0,542,630,810,260,180,4,99,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,211,329,868,1173,1016,180,0.0,180,0.0,-37,0.0,-37,0.0,0.00,49.62,7.46,8.94,11.8,60.10,63.37,999,0,0,67.23,0,1324,50.2,37.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B5",2020-07-21 04:56:38.177
